Gridx,Gridy,Lat,Long,elev,TimeIndx,Year,Month,ts,tsa_tovs,ps_tovs,o3_tovs,ca_low,ca_med,ca_high
6,2,33.75,-101.25,879.81,1,1995,1,279.5,280,935,300,17.5,33.5,15
6,3,31.25,-101.25,685,1,1995,1,282.2,281.6,925,286,17.5,27.5,14.5
6,4,28.75,-101.25,675.44,1,1995,1,286.8,283.2,930,274,21.5,21,13.5
6,5,26.25,-101.25,1419.69,1,1995,1,288.8,281.1,875,262,17.5,21,16.5
6,6,23.75,-101.25,1992.06,1,1995,1,285.2,281.6,790,250,7.5,17.5,26
6,7,21.25,-101.25,2072,1,1995,1,288.3,282.7,795,246,8.5,17,28
6,8,18.75,-101.25,1031.75,1,1995,1,295.5,293.2,900,246,12,16,21.5
6,9,16.25,-101.25,0.38,1,1995,1,300.5,301,995,248,16,11,7.5
6,10,13.75,-101.25,0,1,1995,1,302.3,301,1000,246,18.5,8,6
6,11,11.25,-101.25,0,1,1995,1,301,300.1,1000,246,19,7,5.5
6,12,8.75,-101.25,0,1,1995,1,301.4,300.1,1000,246,27.5,8,7.5
6,13,6.25,-101.25,0,1,1995,1,302.3,299.6,1000,248,38,12.5,11.5
6,14,3.75,-101.25,0,1,1995,1,299.6,299.6,1000,246,40.5,26.5,11.5
6,15,1.25,-101.25,0,1,1995,1,298.3,298.3,1000,246,47,21.5,3
6,16,-1.25,-101.25,0,1,1995,1,298.3,297.8,1000,248,48.5,10,0.5
6,17,-3.75,-101.25,0,1,1995,1,298.7,297.8,1000,246,46,5,1
6,18,-6.25,-101.25,0,1,1995,1,298.3,297.4,1000,246,34,3.5,1
6,19,-8.75,-101.25,0,1,1995,1,297.8,297.4,1000,248,40,4,1.5
6,20,-11.25,-101.25,0,1,1995,1,297.4,296.9,1000,250,42,2.5,1
6,21,-13.75,-101.25,0,1,1995,1,296.5,296.5,1000,250,45.5,3,2.5
6,22,-16.25,-101.25,0,1,1995,1,296.5,296,1000,252,49,4.5,2.5
6,23,-18.75,-101.25,0,1,1995,1,296.5,295.5,1000,254,47,4,0.5
6,24,-21.25,-101.25,0,1,1995,1,296.5,295,1000,258,50,2.5,0
7,1,36.25,-98.75,472.5,1,1995,1,277.3,278.4,955,310,25.5,32.5,16
7,2,33.75,-98.75,404.25,1,1995,1,281.6,281.6,995,298,27.5,31.5,15
7,3,31.25,-98.75,437.31,1,1995,1,284.7,283.7,975,284,32,24.5,13.5
7,4,28.75,-98.75,439.12,1,1995,1,287.8,287.3,995,274,30.5,21.5,11.5
7,5,26.25,-98.75,181.19,1,1995,1,291.7,289.3,995,264,26.5,21,19.5
7,6,23.75,-98.75,898.88,1,1995,1,289.8,285.2,855,252,12.5,20.5,27.5
7,7,21.25,-98.75,940.19,1,1995,1,292.7,291.7,975,248,16,21,23
7,8,18.75,-98.75,2333.56,1,1995,1,292.7,289.3,865,244,10.5,16.5,14.5
7,9,16.25,-98.75,633,1,1995,1,297.4,300.1,985,244,13,12,4
7,10,13.75,-98.75,0.19,1,1995,1,301.9,300.5,1000,246,15,5,3
7,11,11.25,-98.75,0,1,1995,1,301,300.5,1000,246,16.5,5,3
7,12,8.75,-98.75,0,1,1995,1,301,300.1,1000,246,24.5,9,5
7,13,6.25,-98.75,0,1,1995,1,301,300.1,1000,246,29.5,14.5,13
7,14,3.75,-98.75,0,1,1995,1,299.6,300.1,1000,248,35.5,25,15.5
7,15,1.25,-98.75,0,1,1995,1,298.7,298.3,1000,246,46,20.5,5
7,16,-1.25,-98.75,0,1,1995,1,298.3,297.4,1000,244,52.5,8.5,1.5
7,17,-3.75,-98.75,0,1,1995,1,297.8,298.3,1000,244,48.5,7,1.5
7,18,-6.25,-98.75,0,1,1995,1,298.3,297.8,1000,246,36.5,4.5,2.5
7,19,-8.75,-98.75,0,1,1995,1,297.8,297.4,1000,248,42.5,3.5,2.5
7,20,-11.25,-98.75,0,1,1995,1,296.9,296.9,1000,250,46,3,1
7,21,-13.75,-98.75,0,1,1995,1,296.5,296,1000,250,46.5,2.5,1.5
7,22,-16.25,-98.75,0,1,1995,1,296,295.5,1000,252,48,4.5,1.5
7,23,-18.75,-98.75,0,1,1995,1,296.5,295,1000,256,44.5,4.5,0.5
7,24,-21.25,-98.75,0,1,1995,1,295.5,295.5,1000,256,51,4.5,0
8,1,36.25,-96.25,231.69,1,1995,1,277.3,278.4,955,310,25.5,32.5,16
8,2,33.75,-96.25,174.94,1,1995,1,281.6,281.6,995,298,27.5,31.5,15
8,3,31.25,-96.25,80.31,1,1995,1,284.7,283.7,995,290,37.5,23.5,13.5
8,4,28.75,-96.25,17.12,1,1995,1,289.3,288.3,990,272,29.5,19,12
8,5,26.25,-96.25,0,1,1995,1,294.6,292.2,1000,266,26.5,20,20
8,6,23.75,-96.25,0,1,1995,1,296.5,294.1,1000,258,21.5,19,25.5
8,7,21.25,-96.25,17.25,1,1995,1,298.3,296,1000,252,27,22,14
8,8,18.75,-96.25,1100.88,1,1995,1,292.7,290.2,920,248,20,21.5,7.5
8,9,16.25,-96.25,370.5,1,1995,1,296.9,298.3,975,244,14.5,11.5,2
8,10,13.75,-96.25,0,1,1995,1,301,300.1,1000,244,14,4.5,2
8,11,11.25,-96.25,0,1,1995,1,301,300.1,1000,244,16,4,1.5
8,12,8.75,-96.25,0,1,1995,1,300.5,299.6,1000,248,20.5,8,3
8,13,6.25,-96.25,0,1,1995,1,300.5,300.5,1000,248,25,17,13
8,14,3.75,-96.25,0,1,1995,1,299.6,300.1,1000,246,30.5,23.5,17.5
8,15,1.25,-96.25,0,1,1995,1,299.6,298.7,1000,248,42,23,8
8,16,-1.25,-96.25,0,1,1995,1,298.7,297.4,1000,246,51,14,3.5
8,17,-3.75,-96.25,0,1,1995,1,298.3,297.8,1000,246,51,6.5,3
8,18,-6.25,-96.25,0,1,1995,1,298.3,297.4,1000,246,42,3.5,3
8,19,-8.75,-96.25,0,1,1995,1,297.8,296.9,1000,248,43,3,2.5
8,20,-11.25,-96.25,0,1,1995,1,296.5,296.5,1000,250,46,3,1.5
8,21,-13.75,-96.25,0,1,1995,1,296,296.5,1000,252,45,3,1
8,22,-16.25,-96.25,0,1,1995,1,295.5,295.5,1000,252,46.5,5,1.5
8,23,-18.75,-96.25,0,1,1995,1,296,295.5,1000,254,45.5,5,0.5
8,24,-21.25,-96.25,0,1,1995,1,295.5,295,1000,258,52.5,5,0
9,1,36.25,-93.75,334.38,1,1995,1,278.9,278.4,995,310,30.5,34,16
9,2,33.75,-93.75,179.62,1,1995,1,282.2,281.6,1000,296,34.5,28.5,16
9,3,31.25,-93.75,65.25,1,1995,1,284.7,283.7,995,290,37.5,23.5,13.5
9,4,28.75,-93.75,2.25,1,1995,1,290.7,288.3,1000,270,30.5,19.5,15
9,5,26.25,-93.75,0,1,1995,1,296.5,292.7,1000,266,29.5,19,20.5
9,6,23.75,-93.75,0,1,1995,1,297.8,294.6,1000,258,26,19,20
9,7,21.25,-93.75,0,1,1995,1,300.1,296.9,1000,252,35,17,6
9,8,18.75,-93.75,94.19,1,1995,1,297.4,296,1000,248,28.5,17,3
9,9,16.25,-93.75,574.5,1,1995,1,294.1,291.2,935,242,18,11,2
9,10,13.75,-93.75,0,1,1995,1,301,300.5,1000,244,11.5,3.5,1.5
9,11,11.25,-93.75,0,1,1995,1,301.9,300.1,1000,244,15.5,3.5,1.5
9,12,8.75,-93.75,0,1,1995,1,300.5,299.6,1000,246,18.5,7.5,3
9,13,6.25,-93.75,0,1,1995,1,300.5,300.5,1000,248,26,15,12
9,14,3.75,-93.75,0,1,1995,1,300.5,300.1,1000,248,31,25,17
9,15,1.25,-93.75,0,1,1995,1,300.1,299.6,1000,244,39,31.5,8
9,16,-1.25,-93.75,0,1,1995,1,299.6,297.4,1000,246,47.5,19.5,3
9,17,-3.75,-93.75,0,1,1995,1,298.7,298.3,1000,246,50,7.5,3.5
9,18,-6.25,-93.75,0,1,1995,1,298.3,297.4,1000,248,43,3.5,2
9,19,-8.75,-93.75,0,1,1995,1,298.3,296.9,1000,250,42.5,4,2.5
9,20,-11.25,-93.75,0,1,1995,1,296.5,296.5,1000,250,48,3,2.5
9,21,-13.75,-93.75,0,1,1995,1,295.5,295.5,1000,250,44,3.5,2
9,22,-16.25,-93.75,0,1,1995,1,295,295.5,1000,250,49.5,4.5,1
9,23,-18.75,-93.75,0,1,1995,1,295.5,295,1000,252,50.5,5,0.5
9,24,-21.25,-93.75,0,1,1995,1,295,295,1000,256,54,8.5,0.5
10,1,36.25,-91.25,82.44,1,1995,1,278.9,278.4,995,310,31.5,31.5,19
10,2,33.75,-91.25,38.69,1,1995,1,281.6,282.7,1000,294,34.5,29,15
10,3,31.25,-91.25,34.88,1,1995,1,284.2,284.7,1000,284,35,24.5,13
10,4,28.75,-91.25,0,1,1995,1,290.7,289.3,1000,270,25.5,20.5,18
10,5,26.25,-91.25,0,1,1995,1,296,293.2,1000,264,31.5,19,19.5
10,6,23.75,-91.25,0,1,1995,1,297.8,295.5,1000,254,31,17.5,14
10,7,21.25,-91.25,10.19,1,1995,1,296.5,296,1000,252,25,13.5,3.5
10,8,18.75,-91.25,25.56,1,1995,1,296.5,296.5,1000,246,22.5,12,1
10,9,16.25,-91.25,1330.5,1,1995,1,294.1,293.6,985,242,22.5,14.5,1
10,10,13.75,-91.25,234.88,1,1995,1,299.6,301,1000,244,12,5.5,1.5
10,11,11.25,-91.25,0,1,1995,1,301,300.1,1000,246,14.5,2.5,1
10,12,8.75,-91.25,0,1,1995,1,300.5,299.2,1000,248,17.5,6,2.5
10,13,6.25,-91.25,0,1,1995,1,300.5,301,1000,250,25,18.5,10.5
10,14,3.75,-91.25,0,1,1995,1,300.5,301,1000,246,31,29.5,16
10,15,1.25,-91.25,26.69,1,1995,1,301,299.6,1000,248,37,31.5,8
10,16,-1.25,-91.25,144.06,1,1995,1,299.6,299.2,1000,246,43,20,1.5
10,17,-3.75,-91.25,0,1,1995,1,299.6,298.3,1000,248,47.5,8.5,1.5
10,18,-6.25,-91.25,0,1,1995,1,298.7,297.8,1000,248,44.5,4.5,2
10,19,-8.75,-91.25,0,1,1995,1,298.3,297.4,1000,250,40.5,3.5,2.5
10,20,-11.25,-91.25,0,1,1995,1,296.9,296.9,1000,250,48.5,4,2.5
10,21,-13.75,-91.25,0,1,1995,1,295.5,296,1000,250,47,5.5,2
10,22,-16.25,-91.25,0,1,1995,1,295,295.5,1000,252,51,5,1
10,23,-18.75,-91.25,0,1,1995,1,294.6,295,1000,254,54.5,6.5,0.5
10,24,-21.25,-91.25,0,1,1995,1,294.6,294.6,1000,258,56,11.5,1
11,1,36.25,-88.75,102.56,1,1995,1,276.1,277.8,995,310,23,37.5,18
11,2,33.75,-88.75,101.19,1,1995,1,279.5,281.1,1000,298,30,31.5,15
11,3,31.25,-88.75,58.44,1,1995,1,283.7,284.2,1000,286,32.5,28.5,13
11,4,28.75,-88.75,0,1,1995,1,290.7,289.3,1000,270,25.5,20.5,18
11,5,26.25,-88.75,0,1,1995,1,298.3,293.6,1000,262,38.5,17.5,17
11,6,23.75,-88.75,0,1,1995,1,298.7,296,1000,256,35,16.5,9.5
11,7,21.25,-88.75,26.56,1,1995,1,296.5,296,1000,252,25,13.5,3.5
11,8,18.75,-88.75,112.75,1,1995,1,294.6,295.5,1000,248,23.5,10.5,0.5
11,9,16.25,-88.75,456.25,1,1995,1,294.1,293.6,985,242,22.5,14.5,1
11,10,13.75,-88.75,880,1,1995,1,297.4,294.6,940,242,14.5,5,1
11,11,11.25,-88.75,0,1,1995,1,300.1,299.6,1000,244,11.5,2,1
11,12,8.75,-88.75,0,1,1995,1,300.5,299.2,1000,248,17.5,6,2.5
11,13,6.25,-88.75,0,1,1995,1,301.9,300.5,1000,246,26,15.5,9
11,14,3.75,-88.75,0,1,1995,1,301,301,1000,246,32,23.5,19
11,15,1.25,-88.75,0.19,1,1995,1,301,298.7,1000,246,36.5,25,7.5
11,16,-1.25,-88.75,20.44,1,1995,1,299.6,298.3,1000,246,43,16,1
11,17,-3.75,-88.75,0,1,1995,1,299.6,297.8,1000,248,47.5,8.5,0.5
11,18,-6.25,-88.75,0,1,1995,1,299.6,298.3,1000,248,44.5,5,1
11,19,-8.75,-88.75,0,1,1995,1,298.3,297.4,1000,250,40.5,3.5,2.5
11,20,-11.25,-88.75,0,1,1995,1,296.9,296.9,1000,250,47,4.5,2
11,21,-13.75,-88.75,0,1,1995,1,295.5,296,1000,252,50.5,6.5,2
11,22,-16.25,-88.75,0,1,1995,1,295,295.5,1000,252,51,5,1
11,23,-18.75,-88.75,0,1,1995,1,294.6,294.6,1000,254,59,7,0.5
11,24,-21.25,-88.75,0,1,1995,1,294.6,294.6,1000,258,56,11.5,1
12,1,36.25,-86.25,325.25,1,1995,1,274.4,277.3,980,310,17,38,19
12,2,33.75,-86.25,212.31,1,1995,1,278.4,282.2,1000,292,20.5,29.5,17.5
12,3,31.25,-86.25,55.94,1,1995,1,283.2,285.2,1000,282,27.5,25,16.5
12,4,28.75,-86.25,0,1,1995,1,292.7,289.8,1000,270,28.5,18.5,18.5
12,5,26.25,-86.25,0,1,1995,1,297.4,294.1,1000,264,38.5,15,16
12,6,23.75,-86.25,0,1,1995,1,299.6,296.5,1000,258,38,14.5,8.5
12,7,21.25,-86.25,0.06,1,1995,1,296.5,296.9,1000,250,26.5,13.5,3
12,8,18.75,-86.25,0,1,1995,1,300.5,298.3,1000,246,26.5,8,0.5
12,9,16.25,-86.25,405.19,1,1995,1,298.3,298.7,995,244,25,10.5,1
12,10,13.75,-86.25,880.25,1,1995,1,294.6,293.2,935,242,25,8.5,0.5
12,11,11.25,-86.25,155.62,1,1995,1,297.4,299.6,1000,244,20.5,6,1.5
12,12,8.75,-86.25,2.75,1,1995,1,301.4,301,1000,248,17.5,4.5,2
12,13,6.25,-86.25,0.19,1,1995,1,302.3,301.9,1000,248,26.5,11.5,9
12,14,3.75,-86.25,0,1,1995,1,302.3,301,1000,248,31,19.5,22
12,15,1.25,-86.25,0,1,1995,1,300.5,300.1,1000,248,40.5,26.5,5
12,16,-1.25,-86.25,0,1,1995,1,298.7,298.3,1000,248,45,15,0
12,17,-3.75,-86.25,0,1,1995,1,298.3,298.7,1000,248,43.5,8,0
12,18,-6.25,-86.25,0,1,1995,1,299.2,298.3,1000,252,42,4,0.5
12,19,-8.75,-86.25,0,1,1995,1,298.7,297.4,1000,252,39,3.5,2.5
12,20,-11.25,-86.25,0,1,1995,1,297.8,296.9,1000,254,44,4.5,2
12,21,-13.75,-86.25,0,1,1995,1,296,296.5,1000,254,52,5,1.5
12,22,-16.25,-86.25,0,1,1995,1,294.6,295.5,1000,254,55,5.5,0.5
12,23,-18.75,-86.25,0,1,1995,1,294.1,295,1000,256,60,9,1.5
12,24,-21.25,-86.25,0,1,1995,1,294.1,294.6,1000,254,60.5,12.5,1
13,1,36.25,-83.75,459.31,1,1995,1,274.4,276.7,945,310,19,35.5,19.5
13,2,33.75,-83.75,315.81,1,1995,1,278.9,281.6,995,294,18.5,25,17
13,3,31.25,-83.75,86.5,1,1995,1,282.2,286.3,1000,282,21.5,24,18.5
13,4,28.75,-83.75,0.38,1,1995,1,290.7,289.3,1000,268,24,18,20.5
13,5,26.25,-83.75,0,1,1995,1,297.4,294.1,1000,264,38.5,15,16
13,6,23.75,-83.75,0.06,1,1995,1,296.9,296,1000,260,29,13,10
13,7,21.25,-83.75,0.75,1,1995,1,298.3,298.7,1000,252,28.5,9.5,3
13,8,18.75,-83.75,0,1,1995,1,300.1,298.7,1000,248,26,3.5,1
13,9,16.25,-83.75,6.5,1,1995,1,298.3,299.2,1000,242,23,6,0.5
13,10,13.75,-83.75,236.38,1,1995,1,297.4,298.3,995,244,27.5,7.5,0.5
13,11,11.25,-83.75,259.69,1,1995,1,299.2,299.6,1000,244,24,8,2
13,12,8.75,-83.75,462.94,1,1995,1,300.5,301.4,1000,246,15.5,6.5,1.5
13,13,6.25,-83.75,0,1,1995,1,302.3,301.9,1000,248,27,8.5,6
13,14,3.75,-83.75,0,1,1995,1,301.9,301,1000,248,32.5,21.5,12
13,15,1.25,-83.75,0,1,1995,1,299.6,299.2,1000,248,40.5,33,4.5
13,16,-1.25,-83.75,0,1,1995,1,298.3,297.8,1000,248,43,20.5,0.5
13,17,-3.75,-83.75,0,1,1995,1,298.3,297.8,1000,250,36.5,11,0
13,18,-6.25,-83.75,0,1,1995,1,298.7,298.7,1000,252,34,5.5,0.5
13,19,-8.75,-83.75,0,1,1995,1,298.3,298.3,1000,254,36,4,1.5
13,20,-11.25,-83.75,0,1,1995,1,298.7,297.8,1000,256,44,4,1
13,21,-13.75,-83.75,0,1,1995,1,296.9,296.5,1000,252,52.5,5,1
13,22,-16.25,-83.75,0,1,1995,1,294.6,295.5,1000,254,56.5,11.5,1
13,23,-18.75,-83.75,0,1,1995,1,293.6,294.6,1000,254,57,16,2.5
